province,prefecture,pop,pop_dens,cases,cases_100k,deaths,deaths_100k,mortality,PM25_sat,NO2_sat,PM25_gr,PM10_gr,CO_gr,NO2_gr,O3_gr,SO2_gr,Z-score,p-value,q-value
Sichuan,Neijiang,3753700,696.7256151,22,0.586088393,0,0,0,39.63764151,1.611148936,129.5245277,61.50122099,6.391109658,12.87317817,27.87537126,11.09140242,-0.57366799,0.556,2
Sichuan,Nanchong,6417900,510.2150354,39,0.607675408,0,0,0,33.80761133,0.726927775,135.7750923,67.46628901,7.797373429,16.11491784,18.36772382,9.579389091,0.027901707,0.986,3
Sichuan,Bazhong,3316700,269.6528484,24,0.723610818,0,0,0,27.27607239,0.467178571,85.17838551,43.39611868,8.014334313,11.92745775,19.48476199,2.884979905,0.282284603,0.806,3
Sichuan,Dazhou,5689500,343.804987,42,0.738201951,0,0,0,29.31810922,0.769925926,128.0153139,64.81099056,9.367135237,15.48898928,17.10314757,5.612469365,0.318206027,0.782,3
Sichuan,Guang'an,3250300,511.7851272,30,0.922991724,0,0,0,36.90227478,1.402321422,108.4584362,61.38353909,7.455967078,10.76213992,25.07660283,10.77119342,-0.152163365,0.888,2
Sichuan,Chengdu,16044700,1476.748973,168,1.028376972,3,0.018697763,1.818181818,44.8160015,2.562299314,130.9328211,73.02557576,9.867846833,24.09288896,27.97132958,7.870872973,0.284440235,0.754,3
Sichuan,Panzhihua,1236100,166.4986952,16,1.294393657,0,0,0,11.41655164,0.551844446,95.34954276,56.73618305,14.93472677,15.26452514,22.23721007,18.97594606,2.228050118,0.018,3
Sichuan,Garzê Tibetan,1186300,8.031056345,78,6.575065329,0,0,0,2.553971426,0.113489633,,,,,,,-3.990326363,0.002,4
Spratly Islands,Spratly Islands,,,,,,,,,,,,,,,,,,
Taiwan,Taiwan,23603121,648.3245396,441,1.605719854,7,0.021183639,1.319261214,6.874875628,1.480649625,,,,,,,#NAME?,0.002,3
Tianjin,Tianjin,15569000,1330.812519,192,1.162566639,3,0.01926906,1.657458564,65.84281475,6.093620603,134.9772081,84.08845341,13.95421642,21.39236239,21.00883407,16.72570663,-3.060327111,0.004,2
Xinjiang Uygur,Aksu,2546000,19.46551191,1,0.039277298,0,0,0,9.077772009,0.15046334,118.9752358,127.247035,7.853238965,12.44456493,28.67313426,8.56668182,2.1374216,0.012,3
Xinjiang Uygur,Bayin'gholin Mongol,1279300,2.700849113,3,0.234503244,0,0,0,6.042183728,0.086578871,118.3123328,104.872456,9.209316366,12.41653792,22.91185898,5.228373892,4.578192216,0.002,3
Xinjiang Uygur,Changji Hui,1610000,20.75766621,4,0.248447205,0,0,0,9.653651368,0.511864328,102.6746889,76.17176132,9.665351248,14.60793011,23.31135992,8.033753178,2.591737854,0.006,3
Xinjiang Uygur,Turfan,637300,9.222969594,3,0.470735917,0,0,0,7.240418223,0.251989233,124.5281818,104.2354545,14.87909091,15.19545455,20.21799629,9.247272727,2.477109933,0.008,3
Xinjiang Uygur,Shihezi,770886,1573.152043,4,0.518883467,1,0.129720867,25,19.09102959,2.207733321,,,,,,,1.379088325,0.208,3
Xinjiang Uygur,Ili Kazakh,2936400,52.26842573,18,0.612995505,0,0,0,8.775541235,0.326237288,92.68666159,56.08150995,15.12858701,13.43029149,20.67716728,7.882159575,2.0810302,0.026,3
Xinjiang Uygur,Ürümqi,3500000,341.7728673,23,0.657142857,0,0,0,12.74693569,1.244207407,128.5622022,103.4753673,13.5013362,24.55646841,15.7711654,10.26027504,2.522282211,0.004,3
Xinjiang Uygur,Altay,671600,5.719324894,,,,,,5.713810838,0.120792243,41.81867634,20.47960109,8.395454545,7.636446056,25.84651163,9.402538531,,,
Xinjiang Uygur,Börtala Mongol,475400,19.27414812,,,,,,9.074156971,0.385007937,,,,,,,,,
Xinjiang Uygur,Hami,572400,4.199020905,,,,,,4.568128664,0.102819111,,,,,,,,,
Xinjiang Uygur,Karamay,442800,56.80993808,,,,,,10.22409723,0.512029961,88.54366253,55.54905564,11.17497122,12.73865071,33.20867078,4.57650864,,,
Xinjiang Uygur,Kashgar,4649700,40.9964173,,,,,,9.102323726,0.133348148,163.7312421,170.2681728,11.79220328,13.46655669,23.48583608,7.028928205,,,
Xinjiang Uygur,Khotan,2522800,10.12352119,,,,,,5.819673438,0.09378508,,,,,,,,,
Xinjiang Uygur,Kizilsu Kirghiz,620600,9.182444994,,,,,,7.46826296,0.109060185,,,,,,,,,
Xinjiang Uygur,Tacheng,1219369,12.83527575,,,,,,8.804667796,0.353470232,95.47762999,56.34719711,10.98891786,3.75,27.73288916,2.708876474,,,
Xizang,Chamdo,657505,6.191835516,0,0,0,0,,2.075932832,0.063546975,54.56570049,20.93252428,12.5632301,6.99643427,22.47760747,2.615237512,4.064079095,0.002,3
Xizang,Nagchu,462381,1.178040001,0,0,0,0,,2.843029424,0.067374261,112.5821123,86.21598263,16.69486321,8.994579062,20.58386649,16.05621311,4.823749337,0.002,3
Xizang,Ngari,95465,0.32573109,0,0,0,0,,2.706872271,0.073248506,55.45455603,30.70803572,8.657444168,4.010661011,21.97772544,6.641661099,2.570068273,0.002,3
Xizang,Nyingtri,195109,2.418337737,0,0,0,0,,3.150378934,0.068444444,38.20209424,23.58693564,3.660098522,3.16848816,26.47843531,2.747723133,4.34357593,0.002,3
Xizang,Shannan,328990,6.951296325,0,0,0,0,,2.927577197,0.101539216,42.10435572,24.24954628,6.650865998,3.172413793,26.88461538,1.851179673,3.181696761,0.002,3
Xizang,Shigatse,703292,3.88936983,0,0,0,0,,3.587022818,0.082738136,59.83624667,29.94149357,4.020605164,6.745665465,30.3786365,3.734104677,3.780501981,0.002,3
Xizang,Lhasa,559423,18.92389268,1,0.178755611,0,0,0,2.686134588,0.088938967,72.27120064,44.56902238,6.788926137,6.746754721,34.52992582,5.219713158,3.603836275,0.002,3
Yunnan,Dêqên Tibetan,414000,17.8875569,0,0,0,0,,4.830504783,0.068627451,52.04109819,26.28500996,6.577285033,5.280702927,16.8366619,5.600859222,4.055155039,0.002,3
Yunnan,Nujiang Lisu,553000,38.0719241,0,0,0,0,,8.014211571,0.08837037,58.98154982,30.2601476,4.443726937,3.738929889,23.0754717,2.958487085,3.17901011,0.002,3
Yunnan,Lincang,2536000,107.5881133,1,0.039432177,0,0,0,17.11796378,0.095873016,72.23332247,34.51196121,7.545972851,6.015108708,24.92263996,7.131560009,1.698628128,0.072,3
Yunnan,Wenshan Zhuang and Miao,3654000,116.0681369,2,0.054734537,0,0,0,17.44504967,0.293419664,86.95987023,35.21748695,5.323643321,6.042166831,26.03681789,4.555763308,1.266009747,0.218,3
Yunnan,Chuxiong Yi,2748000,96.5602834,4,0.145560408,0,0,0,14.59007661,0.168236221,65.68396514,30.54478637,5.66356007,8.374072686,17.26253718,10.94304569,2.909726861,0.002,3
Yunnan,Pu'er,2637000,59.8373527,4,0.151687524,0,0,0,20.16700417,0.106431272,,,,,,,1.978767518,0.044,3
Yunnan,Honghe Hani and Yi,4744000,147.5691558,9,0.189713322,0,0,0,20.6843116,0.200090593,82.53284514,42.55211823,3.043371095,4.582545058,33.55817042,9.653416154,1.941181873,0.04,3
Yunnan,Qujing,6155400,213.4090279,13,0.211196673,0,0,0,15.49044494,0.569260131,90.48383766,43.67840621,8.966455479,8.237413932,24.00592428,12.10394551,2.615650081,0.012,3
Yunnan,Baoshan,2627000,137.7230628,9,0.342596117,0,0,0,15.24473577,0.085875243,86.00147875,42.0289077,6.997600489,7.312370603,28.6715847,6.455742609,2.223075291,0.016,3
Yunnan,Dali Bai,3599300,126.9435419,13,0.361181341,0,0,0,11.98080215,0.120808,72.97406082,24.05925251,3.692307692,6.76744186,26.9270073,3.039355993,2.835912893,0.002,3
Yunnan,Dehong Dai and Jingpo,1316000,118.2321655,5,0.37993921,0,0,0,16.82424034,0.070253333,74.53846154,45.63736264,6.254578755,8.765567766,39.16945996,11.4459707,0.993051393,0.32,3
Yunnan,Zhaotong,5591000,248.4628886,25,0.447147201,0,0,0,15.56132761,0.443603866,77.30694408,42.79262197,6.864325069,6.857260287,34.19631273,14.87425205,1.442504386,0.154,3
Yunnan,Lijiang,1296000,63.0962373,7,0.540123457,0,0,0,8.125240391,0.174456989,49.33804004,24.48807089,5.307357709,4.170057988,27.90322764,3.999377803,3.328774265,0.002,3
Yunnan,Yuxi,2386000,159.0971772,14,0.586756077,1,0.041911148,7.142857143,19.10749826,0.197868687,80.47857529,40.80516393,12.80064722,9.134692186,19.12332314,10.9612818,1.704238135,0.098,3
Yunnan,Kunming,6850000,326.0012638,53,0.773722628,0,0,0,16.18033253,0.322969036,81.82762416,44.52776071,8.395589847,12.53933606,23.51355069,8.643535416,2.164004703,0.034,3
Yunnan,Xishuangbanna Dai,1188000,61.82015624,15,1.262626263,1,0.084175084,6.666666667,26.97707241,0.119337278,71.71052064,42.82090118,5.993002614,8.015245043,30.55847434,4.387090608,0.709222334,0.506,3
Zhejiang,Huzhou,2995000,516.128418,10,0.333889816,0,0,0,44.89080174,4.446093545,123.8395292,57.98443654,8.699011804,19.57707251,31.38227514,9.734654564,-2.258590054,0.024,2
Zhejiang,Quzhou,2185000,246.7628482,14,0.640732265,0,0,0,28.68473993,1.504641974,113.7221445,54.24403012,9.042426756,14.74762706,29.51229759,11.14217708,0.419717456,0.718,3
Zhejiang,Lishui,2186000,127.1070499,17,0.777676121,0,0,0,21.46601644,0.796525637,106.8515864,48.49806702,6.670916748,14.29995324,25.18609609,6.469573558,1.061704558,0.294,3
Zhejiang,Shaoxing,5010000,629.8697817,42,0.838323353,0,0,0,34.27958008,3.265360747,120.4182127,60.04267487,8.656447604,18.60808927,24.82431037,12.90396808,0.06691825,0.962,3
Zhejiang,Zhoushan,1168000,948.1261838,10,0.856164384,0,0,0,27.1627888,5.152222157,90.78353538,42.13649024,7.295030552,9.447344849,39.14063032,3.779009233,#NAME?,0.002,3
Zhejiang,Jiaxing,4656000,1170.144296,46,0.987972509,0,0,0,50.24374928,5.676450433,121.5307213,59.59823727,8.280133156,20.27526255,33.784743,11.87032365,-1.962903984,0.072,2
Zhejiang,Jinhua,5564000,509.4997175,55,0.988497484,0,0,0,30.58645776,2.163150328,123.7518156,58.45745783,9.373545575,19.23564583,29.90859389,13.01502506,0.374317656,0.722,3
Zhejiang,Hangzhou,9468000,554.691188,181,1.911702577,0,0,0,34.43149855,3.09573672,119.5907297,62.48337038,8.165354353,18.62134495,28.01229467,8.245874392,-0.964278963,0.34,2
Zhejiang,Ningbo,8005000,897.5006079,157,1.961274204,0,0,0,31.12353264,4.493325375,109.2252522,54.75720354,8.1225181,17.19641065,28.1713553,9.429598535,0.139821037,0.946,3
Zhejiang,Taizhou,6118000,646.481961,146,2.386400785,0,0,0,24.2155189,1.917639856,110.6910086,51.97714656,7.693233485,11.70973266,34.97994616,4.330181149,0.443954718,0.692,3
Zhejiang,Wenzhou,9215000,808.6770303,504,5.469343462,1,0.010851872,0.198412698,22.07812853,1.582114277,108.5754309,54.78967085,9.648083895,21.12341902,25.68440969,7.986291078,-1.074148376,0.28,4
